Wallet,Name,Twitter,Pledged Tokens
0xDDFDdb093FA4af2Df774bf9f91310470dbe43C84,yagizkocabiyik,yagizkocabiyikk,1000000
0x5F6d0F81a0a7D5CB02DbeCbfCabE7cAa04F093fc,Yahav,Yahav_web3,1000000
0x2ecA7Bec245df80D7b66B4C0672f4A394A07918f,YatMaxi,yatmaxi,1000000
0xcB69E5937a5EC15D42B2F1C3CB8Fcd2fA294d065,ye,msbwy_eth,1000000
0x28CB581c4DBF4cC3C26a18912C3Fd9235D452D27,YeeitsDan,wookyee8,1000000
0xaE8816C61A51426f7172e241A7f0009EE4CFD274,Yeezy,Yeezygoudou,1000000
0xa2ccad476f38c5582f0093db115e3861c4888600,Yegor,0xYegor,1000000
0x8Dd62416Fa3c6EfADA57eB7A6383885045390204,Yeungna,yeungna2622,1000000
0x46a49fC321D0C7F2e566B8CC1b0080Be92e3E0f5,Yilinren,Yilinren1,1000000
0x7bcE7Acea945913E6618f51959410E1c8AaFC530,yogi93,_WeTheNorth93,1000000
0xA224c10b72d433a14e521dC3b895a6f2026a53E5,Yorks,generativepoet,1000000
0xD2ef9021420F3977a7AdFa96c70DA210606484Ea,Yourxvirgo,Yourxvirgo,1000000
0xfa8F41a6416175A408a595EB4f5FbED7Eb23D135,Yuko,yukokosaka,1000000
0x1531a9dD7B4f5eA0e2C2a9B4e3b9881f22eC71C6,Yurii,wdp_portugal(instagram),1000000
0x875d1d7Ac0FE66C98eb619d75ccaC87d3f3B458f,Yuvi,imjustyuvi,1000000
0x491875DE96e72E52c6fC3c74AEa61319Fe1d0e82,Zack,pnw_zack,1000000
0xC6234427C69e3bd5ffF0dd6945bd6d7A3471f542,Zanzibar,ZanzibarVenturz,1000000
0x03a89814B2BFD5DF55D74aA169Beae659F876324,zaros,zarosgg,1000000
0xdb7C8C3b8A76148B81a2bf0E890a12D91437eb8A,zdunsky,herox93,1000000
0x886478D3cf9581B624CB35b5446693Fc8A58B787,Zeneca,Zeneca,1000000
0x50E8810982ca3c5478cF3d736c564E551dFe2C6C,zeroXnft,zeroXnft,1000000
0x379309D50E5Cac65770f89ccD5fB46A3C2ce5F3a,ZimmerAllDay,ZimmerAllDay,1000000
0x9343140F1D6f6830E9465fc35EE17007a2689bEa,Zoroaark,zoroaarketh,1000000
0xbf47fe944705aed612143c49315ae0d9161c7a97,ZpLand,Zp_land,1000000
0x7Fb9a9E3089814AEB915D7fFf2ABF59b63B718D8,Zzoja,Zzzojazzz,1000000
